AKR1B1P	hgnc:20002	AKR1B1P5
EEF1AL8	hgnc:3205	EEF1A1P10
TCONS_00011283	hgnc:39760	LINC02569
NADKD1-AS1	hgnc:41143	NADK2-AS1
CPXIV	hgnc:24330	CPLX4
CPX-IV	hgnc:24330	CPLX4
RLG	hgnc:1914	RCBTB2
CHC1L	hgnc:1914	RCBTB2
SNX19P	hgnc:16765	SNX19P1
TGMZ	hgnc:30790	TGM7
IGKV1/OR9-2	hgnc:49466	IGKV1OR9-2
AVT2	hgnc:26836	SLC38A11
FLJ39822	hgnc:26836	SLC38A11
OR5J6P	hgnc:31288	OR9S24P
MDCR	hgnc:8574	PAFAH1B1
FLJ45465	hgnc:12851	YWHAE
KCIP-1	hgnc:12855	YWHAZ
14-3-3E	hgnc:12851	YWHAE
MDS	hgnc:25941	TET2
HEL2	hgnc:28079	ZNF598
RBM22P8	hgnc:39704	RBM22P11
IGHV1-F	hgnc:5562	IGHV1-69-2
IGHV1F	hgnc:5562	IGHV1-69-2
HBII-85-19	hgnc:33085	SNORD116-19
TRNAQ49P	hgnc:35098	TRK-CTT7-1
TRK-CTT7-1	ncbigene:101056699	LOC101056699
TRNAL48	hgnc:35098	TRK-CTT7-1
U69	hgnc:10226	SNORA69
U69A	hgnc:10226	SNORA69
RNU69	hgnc:10226	SNORA69
CADASIL1	hgnc:7883	NOTCH3
CADASIL	hgnc:7883	NOTCH3
CASIL	hgnc:7883	NOTCH3
LMNS	hgnc:7883	NOTCH3
IMF2	hgnc:7883	NOTCH3
FLJ32449	hgnc:24470	ANKRD23
MARP3	hgnc:24470	ANKRD23
DARP	hgnc:24470	ANKRD23
PRKRIRP9	hgnc:39573	THAP12P9
RNF154	hgnc:24457	DTX3
FLJ34766	hgnc:24457	DTX3
deltex3	hgnc:24457	DTX3
PTGFB	hgnc:30142	GDF15
MIC1	hgnc:24326	RMC1
PDF	hgnc:8866	PFDN1
GDF-15	hgnc:30142	GDF15
PLAB	hgnc:30142	GDF15
Mic-1	hgnc:24326	RMC1
NAG-1	hgnc:30142	GDF15
hsa-mir-6813	hgnc:50017	MIR6813
SDR1E1	hgnc:4116	GALE
5.1.3.2	hgnc:4116	GALE
LAK-4P	hgnc:18021	TMC6
EVIN1	hgnc:18021	TMC6
lnc	hgnc:32567	SCARNA10
EV1	hgnc:18021	TMC6
TNRC6C-AS1	hgnc:18021	TMC6
EVER1	hgnc:18021	TMC6
GIYD1	hgnc:20922	SLX1A
C3orf77	hgnc:24746	TOPAZ1
FLJ36157	hgnc:24746	TOPAZ1
MIRN1267	hgnc:35335	MIR1267
hsa-mir-1267	hgnc:35335	MIR1267
EEC	ncbigene:1913	EEC1
TSPYQ1	hgnc:23924	TSPY2
rpL17	hgnc:10316	RPL23
PD-1	hgnc:10307	RPL17
5.1.3.1	hgnc:10293	RPE
RPE2-1	hgnc:10293	RPE
MTTI	hgnc:7488	MT-TI
trnI	hgnc:7488	MT-TI
TCONS_l2_00015893	hgnc:51584	LINC01594
TCONS_00021641	hgnc:42718	LINC00390
CXorf49B	hgnc:30891	CXorf49
ClC-K2	hgnc:2027	CLCNKB
CLCKB	hgnc:2027	CLCNKB
hClC-Kb	hgnc:2027	CLCNKB
ClC-Kb	hgnc:2027	CLCNKB
HEL124	hgnc:26303	PXYLP1
XYLP	hgnc:26303	PXYLP1
ACPL2	hgnc:26303	PXYLP1
FLJ23751	hgnc:26303	PXYLP1
hsa-mir-451b	hgnc:41655	MIR451B
PCDH-BETA13	hgnc:8684	PCDHB13
ABC8	hgnc:73	ABCG1
WHITE1	hgnc:73	ABCG1
PRKWNK3	hgnc:14543	WNK3
SHARP-1	hgnc:16617	BHLHE41
SHARP1	hgnc:16617	BHLHE41
BHLHB3	hgnc:16617	BHLHE41
hDEC2	hgnc:16617	BHLHE41
DEC2	hgnc:16617	BHLHE41
FNSS1	hgnc:16617	BHLHE41
HBII-85-8	hgnc:33074	SNORD116-8
KAP19.2	hgnc:18937	KRTAP19-2
TrpRS	hgnc:12730	WARS2
NEMMLAS	hgnc:12730	WARS2
6.1.1.2	hgnc:12729	WARS1
PKDYS3	hgnc:12730	WARS2
mtTrpRS	hgnc:12730	WARS2
RPS4P15	hgnc:36308	RPS4XP15
RPS4X_7_1265	hgnc:36308	RPS4XP15
P37	hgnc:5036	HNRNPD
CycH	hgnc:1594	CCNH
CAK	hgnc:1778	CDK7
P34	hgnc:4657	GTF2H3
CDC37L1-AS1	hgnc:49735	CDC37L1-DT
6.5.1.1	hgnc:6598	LIG1
LIG4S	hgnc:6601	LIG4
FLJ32828	hgnc:14293	TEKT3
hRNF168	hgnc:26661	RNF168
FLJ35794	hgnc:26661	RNF168
RIDL	hgnc:26661	RNF168
SNF2LB	hgnc:11100	SMARCA4
ISWI	hgnc:11101	SMARCA5
SNF2L1	hgnc:11097	SMARCA1
SNF2LT	hgnc:11097	SMARCA1
hSNF2L	hgnc:11097	SMARCA1
NURF140	hgnc:11097	SMARCA1
SWI	hgnc:11097	SMARCA1
SNF2L	hgnc:11097	SMARCA1
SWI2	hgnc:11098	SMARCA2
CD157	hgnc:1118	BST1
3.2.2.5	hgnc:1667	CD38
BST-1	hgnc:1118	BST1
FLJ46116	hgnc:33764	PRR23B
U103	hgnc:32766	SNORD103A
tRNA-His-GTG-1-7	hgnc:34536	TRH-GTG1-7
TRH-GTG1-5	hgnc:34536	TRH-GTG1-7
TRNAH1	hgnc:34536	TRH-GTG1-7
LeIF F	hgnc:5424	IFNA21
IFN-alphaI	hgnc:5422	IFNA17
leIF-F	hgnc:5424	IFNA21
SYM1	hgnc:7866	NOG
MTDPS6	hgnc:7224	MPV17
CMT2EE	hgnc:7224	MPV17
FAM236D	hgnc:52641	FAM236C
DDX26B	hgnc:27334	INTS6L
FLJ41215	hgnc:27334	INTS6L
D7S486	hgnc:3925	FRA7G
RPL39_2_23	hgnc:36651	RPL39P7
14q(I-2)	hgnc:32981	SNORD113-2
RN5S148	hgnc:43048	RNA5SP148
MGI	ncbigene:8144	CMS1A1
FIM1	ncbigene:8144	CMS1A1
FIMG	ncbigene:8144	CMS1A1
FIMG1	ncbigene:8144	CMS1A1
RPL23A_24_958	hgnc:36971	RPL23AP57
ASD4	hgnc:11598	TBX20
hsa-mir-1293	hgnc:35286	MIR1293
MIRN1293	hgnc:35286	MIR1293
mir-1293	hgnc:35286	MIR1293
FKBP12	hgnc:3715	FKBP1AP2
FKBP1P4	hgnc:3717	FKBP1AP4
PI3K	hgnc:8975	PIK3CA
PIK3C1	hgnc:8976	PIK3CB
P110BETA	hgnc:8976	PIK3CB
2.7.1.153	hgnc:8975	PIK3CA
PI3KBETA	hgnc:8976	PIK3CB
1.1.1.1	hgnc:250	ADH1B
ADH-5	hgnc:255	ADH6
p24a2	hgnc:24878	TMED9
p24alpha2	hgnc:24878	TMED9
HSGP25L2G	hgnc:24878	TMED9
GMP25	hgnc:24878	TMED9
p25	hgnc:24164	TPPP
MUC-3A	hgnc:7513	MUC3A
MUC3	hgnc:16800	MUC17
SH3GLP1	hgnc:10835	SH3GL1P1
CNSA-P1	hgnc:10835	SH3GL1P1
R-PTP-zeta-2	hgnc:9685	PTPRZ1
RPTPbeta	hgnc:9685	PTPRZ1
PTPZ	hgnc:9685	PTPRZ1
HPTPZ	hgnc:9685	PTPRZ1
PTP-ZETA	hgnc:9685	PTPRZ1
PTP18	hgnc:9685	PTPRZ1
HPTPzeta	hgnc:9685	PTPRZ1
RPTPB	hgnc:9685	PTPRZ1
PTPRZ	hgnc:9686	PTPRZ2
phosphacan	hgnc:9685	PTPRZ1
ADRARL2	hgnc:283	ADRA2C
ADRA2RL2	hgnc:283	ADRA2C
ALPHA2CAR	hgnc:283	ADRA2C
ADRA2L2	hgnc:283	ADRA2C
FLJ10534	hgnc:25542	TSR1
A-259H10.2	hgnc:5156	HPR
HP	hgnc:2897	DLC1
SDPR	hgnc:10690	CAVIN2
cavin-2	hgnc:10690	CAVIN2
PS-p68	hgnc:10690	CAVIN2
SDR	hgnc:10690	CAVIN2
DBIL2	hgnc:2692	DBIP1
bA356B19.1	hgnc:25425	GARNL3
DKFZp761J1523	hgnc:25425	GARNL3
MGC10511	hgnc:6798	MAGEA11
MAGE-11	hgnc:6798	MAGEA11
MAGEA-11	hgnc:6798	MAGEA11
MAGE11	hgnc:6798	MAGEA11
CT1.11	hgnc:6798	MAGEA11
RES4-25	hgnc:16821	NOP14
UTP2	hgnc:16821	NOP14
C4orf9	hgnc:16821	NOP14
RES425	hgnc:16821	NOP14
NOL14	hgnc:16821	NOP14
KIAA1823	hgnc:18145	PHF6
CENP-31	hgnc:18145	PHF6
BORJ	hgnc:18145	PHF6
MGC14797	hgnc:18145	PHF6
BFLS	hgnc:18145	PHF6
MGC33345	hgnc:20713	ZDHHC19
DHHC19	hgnc:20713	ZDHHC19
LPAAT	hgnc:25193	MBOAT2
LPCAT4	hgnc:25193	MBOAT2
FLJ90298	hgnc:25193	MBOAT2
FLJ14415	hgnc:25193	MBOAT2
OACT2	hgnc:25193	MBOAT2
LPLAT 2	hgnc:25193	MBOAT2
LPEAT	hgnc:25193	MBOAT2
lpcat	hgnc:25718	LPCAT1
OFD1P4	hgnc:23876	OFD1P4Y
OFDYP4	hgnc:23876	OFD1P4Y
OFD1PY4	hgnc:23876	OFD1P4Y
IGHV1/OR21-1	hgnc:38040	IGHV1OR21-1
MGC70857	hgnc:33826	C8orf82
tRNA-Leu-CAA-3-1	hgnc:34597	TRL-CAA3-1
TRNAL8	hgnc:34597	TRL-CAA3-1
CBD	hgnc:4206	OPN1MW
GCP	hgnc:51831	OPN1MW3
OPN1MW1	hgnc:4206	OPN1MW
GOP	hgnc:51831	OPN1MW3
COD5	hgnc:9936	OPN1LW
CBBM	hgnc:9936	OPN1LW
vU1.17	hgnc:48322	RNVU1-17
RNU1-127	hgnc:48322	RNVU1-17
RPS6_8_1191	hgnc:36496	RPS6P18
PXN	hgnc:14966	PXDN
PRG2	hgnc:23497	PLPPR3
KIAA0230	hgnc:14966	PXDN
MG50	hgnc:14966	PXDN
ASGD7	hgnc:14966	PXDN
VPO	hgnc:14966	PXDN
D2S448	hgnc:14966	PXDN
D2S448E	hgnc:14966	PXDN
COPOA	hgnc:14966	PXDN
BDSD	hgnc:5136	HOXD13
HOX4I	hgnc:5136	HOXD13
SPD	hgnc:5136	HOXD13
SPD1	hgnc:5136	HOXD13
BDE	hgnc:5136	HOXD13
KIAA0759	hgnc:19961	ANGEL1
Ccr4e	hgnc:19961	ANGEL1
HMGN2P	hgnc:19930	HMGN2P1
HMGN2L1	hgnc:19930	HMGN2P1
OR11-5	hgnc:8385	OR7E14P
OR7E151P	hgnc:8385	OR7E14P
CGLB	hgnc:10499	S100A9
MIF	hgnc:10498	S100A8
60B8AG	hgnc:10498	S100A8
S100-A9	hgnc:10499	S100A9
P14	hgnc:30096	SF3B6
MAC387	hgnc:10499	S100A9
MRP14	hgnc:10499	S100A9
CFAG	hgnc:10498	S100A8
MRP-14	hgnc:10499	S100A9
L1Ag	hgnc:10498	S100A8
NIF	hgnc:10498	S100A8
CAGB	hgnc:10499	S100A9
LIAG	hgnc:10499	S100A9
PTEN2	hgnc:9589	PTENP1
CT44	hgnc:12023	TPTE
FR2BP	hgnc:1185	TIGAR
3.1.3.46	hgnc:8872	PFKFB1
C12orf5	hgnc:1185	TIGAR
RPL38_2_479	hgnc:35980	RPL38P3
tRNA-Asp-GTC-1-1	hgnc:34770	TRD-GTC1-1
TRNAD10	hgnc:34770	TRD-GTC1-1
TDRD2	hgnc:11713	TDRKH
RPL31_4_330	hgnc:36995	RPL31P17
RPL21_31_978	hgnc:35864	RPL21P83
DHS18a	ncbigene:113633875	LOC113633875
DHS18(a)	ncbigene:113633875	LOC113633875
envMER34	hgnc:42970	ERVMER34-1
HEMO	hgnc:42970	ERVMER34-1
RPL26_13_865	hgnc:36634	RPL26P23
tRNA-Glu-TTC-7-1	hgnc:35028	TRE-TTC7-1
TRNAE30P	hgnc:35028	TRE-TTC7-1
PTCHD2	hgnc:29251	DISP3
KIAA1337	hgnc:29251	DISP3
MORT	hgnc:44321	ZNF667-AS1
GARIL5	hgnc:25107	GARIN5A
DFNA74	hgnc:8776	PDE1C
hCam-3	hgnc:8776	PDE1C
cam-PDE 1C	hgnc:8776	PDE1C
Hcam3	hgnc:8776	PDE1C
3.1.4.17	hgnc:8791	PDE7A
dJ377H14.8	hgnc:10318	RPL23AP1
RPL23A_15_676	hgnc:10318	RPL23AP1
C20orf60	hgnc:16193	HSPA12B
dJ1009E24.2	hgnc:16193	HSPA12B
hsa-mir-6794	hgnc:50117	MIR6794
ZF47	hgnc:13853	ZKSCAN3
ZNF309	hgnc:13853	ZKSCAN3
zfp-47	hgnc:13853	ZKSCAN3
ZNF306	hgnc:13853	ZKSCAN3
dJ874C20.1.	hgnc:13853	ZKSCAN3
dJ874C20.1	hgnc:13853	ZKSCAN3
ZSCAN35	hgnc:13853	ZKSCAN3
ZSCAN13	hgnc:13853	ZKSCAN3
ZFP306	hgnc:13853	ZKSCAN3
Zfp47	hgnc:13853	ZKSCAN3
hR-PTPu	hgnc:9675	PTPRM
RPTPU	hgnc:9675	PTPRM
PTPRL1	hgnc:9675	PTPRM
RPTPM	hgnc:9675	PTPRM
R-PTP-MU	hgnc:9675	PTPRM
INSP5K2	hgnc:14645	IPPK
IP5K	hgnc:14645	IPPK
IPK1	hgnc:14645	IPPK
bA476B13.1	hgnc:14645	IPPK
FLJ13163	hgnc:14645	IPPK
C9orf12	hgnc:14645	IPPK
BBS8	hgnc:20087	TTC8
RP51	hgnc:20087	TTC8
RP11-284P20.2	hgnc:44059	PES1P2
RN5S45	hgnc:42821	RNA5SP45
hsa-mir-943	hgnc:33689	MIR943
MIRN943	hgnc:33689	MIR943
DRG-1	hgnc:7679	NDRG1
6orf55	hgnc:20954	VTA1
DRG1	hgnc:7679	NDRG1
C6orf55	hgnc:20954	VTA1
HSPC228	hgnc:20954	VTA1
LIP5	hgnc:20954	VTA1
My012	hgnc:20954	VTA1
SBP1	hgnc:3233	MEGF8
hsa-mir-548ah	hgnc:41605	MIR548AH
Tenr	hgnc:30713	ADAD1
IL28RA	hgnc:18584	IFNLR1
CRF2/12	hgnc:18584	IFNLR1
IFNLR	hgnc:18584	IFNLR1
IL-28R1	hgnc:18584	IFNLR1
LICR2	hgnc:18584	IFNLR1
PES	hgnc:8848	PES1
NOP7	hgnc:8848	PES1
MIP-2A	hgnc:26432	ZNF547
SEDLP1	hgnc:26432	ZNF547
SEDLP	hgnc:10710	TRAPPC2B
TRAPPC2P1	hgnc:26432	ZNF547
ECS1	hgnc:3758	FLOT2
ECS-1	hgnc:3758	FLOT2
M17S1	hgnc:3758	FLOT2
ESA	hgnc:11529	EPCAM
ESA1	hgnc:5275	KAT5
Nkx6.1	hgnc:7839	NKX6-1
NKX6.2	hgnc:19321	NKX6-2
GTX	hgnc:19321	NKX6-2
NKX6B	hgnc:19321	NKX6-2
SPAX8	hgnc:19321	NKX6-2
CES	hgnc:1838	CECR
RPL35A_19_1474	hgnc:36324	RPL35AP34
FLJ35093	hgnc:24741	MIGA1
FAM73A	hgnc:24741	MIGA1
1.3.1.34	hgnc:2753	DECR1
PDCR	hgnc:2754	DECR2
SDR17C1	hgnc:2754	DECR2
MGC26707	hgnc:28382	ZNF555
RPMS16	hgnc:14048	MRPS16
CGI-132	hgnc:14048	MRPS16
MRP-S16	hgnc:14048	MRPS16
COXPD2	hgnc:14048	MRPS16
CPDD	ncbigene:882	CCAL1
RNU6-15	hgnc:34259	RNU6-15P
TTMB	hgnc:33785	TMEM200B
MGC2488	hgnc:24967	MIS12
KNTC2AP	hgnc:13195	ZWINT
hMis12	hgnc:24967	MIS12
2510025F08Rik	hgnc:24967	MIS12
MTW1	hgnc:24967	MIS12
MGC849	hgnc:23789	CINP
RPS26_18_953	hgnc:36561	RPS26P36
TRNAA15	hgnc:34676	TRA-TGC2-1
tRNA-Ala-TGC-2-1	hgnc:34676	TRA-TGC2-1
TCONS_l2_00027524	hgnc:38137	ERVFC1-1
